2023-08-15 17:00:01,1
2023-08-15 17:01:57,2
2023-08-15 17:04:43,1
2023-08-15 17:04:55,1
2023-08-15 17:05:05,2
2023-08-15 17:05:15,1
2023-08-15 17:05:31,1
2023-08-15 22:08:57,1
2023-08-15 22:09:02,1
2023-08-15 22:09:07,1
2023-08-15 22:09:12,1
2023-08-15 22:09:37,1
2023-08-15 22:09:42,1
2023-08-15 22:09:48,1
2023-08-15 22:09:54,1
2023-08-15 22:09:59,1
2023-08-15 22:10:05,1
2023-08-15 22:10:11,1
2023-08-15 22:10:17,1
2023-08-15 22:10:22,1
2023-08-15 22:14:56,0
2023-08-15 22:15:01,0
2023-08-15 22:15:06,0
2023-08-15 22:15:12,0
2023-08-15 22:15:17,0
2023-08-15 22:15:22,0
2023-08-15 22:15:28,0
2023-08-15 22:15:33,0
2023-08-15 22:15:39,0
2023-08-15 22:15:44,0
2023-08-15 22:15:49,0
2023-08-15 22:15:54,0
2023-08-15 22:15:59,0
2023-08-15 22:16:04,0
2023-08-15 22:16:10,0
2023-08-15 22:16:48,17
2023-08-15 22:16:53,17
2023-08-15 22:16:59,17
2023-08-15 22:17:04,17
2023-08-15 22:17:09,17
2023-08-15 22:17:15,15
2023-08-15 22:17:20,15
2023-08-15 22:17:25,13
2023-08-15 22:17:31,14
2023-08-15 22:17:36,14
2023-08-15 22:17:41,13
2023-08-15 22:17:47,13
2023-08-15 22:17:53,15
2023-08-15 22:17:58,11
2023-08-15 22:18:04,11
2023-08-15 22:18:09,13
2023-08-15 22:18:15,14
2023-08-15 22:18:21,15
2023-08-15 22:18:26,13
2023-08-15 22:18:32,12
2023-08-15 22:18:37,13
2023-08-15 22:18:43,11
2023-08-15 22:18:48,12
2023-08-15 22:18:54,12
2023-08-15 22:18:59,12
2023-08-15 22:19:04,14
2023-08-15 22:19:10,11
2023-08-15 22:19:16,12
2023-08-15 22:19:22,12
2023-08-15 22:19:27,12
2023-08-15 22:19:32,12
2023-08-15 22:19:38,12
2023-08-15 22:36:31,17
2023-08-15 22:36:36,17
2023-08-15 22:36:41,15
2023-08-15 22:36:46,19
2023-08-15 22:37:33,17
2023-08-15 22:37:39,17
2023-08-15 22:37:44,15
2023-08-15 22:37:49,17
2023-08-15 22:37:55,18
2023-08-15 22:38:00,14
2023-08-15 22:38:05,14
2023-08-15 22:38:17,17
2023-08-15 22:38:22,17
2023-08-15 22:38:28,17
2023-08-15 22:38:33,17
2023-08-15 22:38:39,17
2023-08-15 22:38:44,14
2023-08-15 22:38:50,14
2023-08-15 22:38:55,15
2023-08-15 22:39:00,12
2023-08-15 22:39:10,17
2023-08-15 22:39:16,17
2023-08-15 22:39:21,17
2023-08-15 22:39:27,17
2023-08-15 22:39:39,17
2023-08-15 22:39:44,18
2023-08-15 22:39:50,17
